Seed,LOF_AUC,KNN_AUC,MO_GAAL_AUC,AnoGAN_AUC
111.0,0.8497340425531915,0.8254556476846058,0.4198216520650814,0.5400696182728411
222.0,0.8497340425531915,0.8254556476846058,0.3554834167709637,0.5589408635794744
333.0,0.8497340425531915,0.8254556476846058,0.4401302409261577,0.5091911764705882
444.0,0.8497340425531915,0.8254556476846058,0.4713900187734668,0.4539365613266583
555.0,0.8497340425531915,0.8254556476846058,0.4755162703379224,0.5314260012515644
666.0,0.8497340425531915,0.8254556476846058,0.3936756883604505,0.5215503754693366
777.0,0.8497340425531915,0.8254556476846058,0.3513962765957447,0.5398153942428036
888.0,0.8497340425531915,0.8254556476846058,0.44327870775969963,0.5719845118898623
999.0,0.8497340425531915,0.8254556476846058,0.32194540050062576,0.5491434605757197
1110.0,0.8497340425531915,0.8254556476846058,0.4488325250312891,0.5556750625782227
-> new  seeding mechanism, lr_g = 0.02
